schema_version,engine,operation,alphabet,padding,input_len,backend,target_arch,target_os,sample_count,median_throughput_mib_s,minimum_throughput_mib_s,maximum_throughput_mib_s
1,base64-ng,decode,standard,padded,32,auto,x86_64,linux,10,110.842573,107.128952,116.047252
1,base64-ng,decode,standard,padded,32,avx2,x86_64,linux,10,109.803543,109.142925,117.656229
1,base64-ng,decode,standard,padded,32,avx512-vbmi,x86_64,linux,10,109.439938,108.202063,117.295115
1,base64-ng,decode,standard,padded,32,scalar,x86_64,linux,10,286.739554,273.274723,298.693812
1,base64-ng,decode,standard,padded,32,ssse3-sse4.1,x86_64,linux,10,83.084910,79.832060,87.914984
1,base64-ng,decode,standard,padded,47,auto,x86_64,linux,10,127.880588,123.128785,133.399822
1,base64-ng,decode,standard,padded,47,avx2,x86_64,linux,10,100.883043,96.120188,104.154473
1,base64-ng,decode,standard,padded,47,avx512-vbmi,x86_64,linux,10,126.261223,120.529363,132.333225
1,base64-ng,decode,standard,padded,47,scalar,x86_64,linux,10,291.578445,281.305043,303.334339
1,base64-ng,decode,standard,padded,47,ssse3-sse4.1,x86_64,linux,10,69.773185,67.896278,73.235552
1,base64-ng,decode,standard,padded,48,auto,x86_64,linux,10,128.559006,121.810498,137.839064
1,base64-ng,decode,standard,padded,48,avx2,x86_64,linux,10,103.673110,99.296665,108.085182
1,base64-ng,decode,standard,padded,48,avx512-vbmi,x86_64,linux,10,132.700517,130.877930,137.647358
1,base64-ng,decode,standard,padded,48,scalar,x86_64,linux,10,295.729568,287.383696,311.848166
1,base64-ng,decode,standard,padded,48,ssse3-sse4.1,x86_64,linux,10,71.853166,69.239692,75.024720
1,base64-ng,decode,standard,padded,63,auto,x86_64,linux,10,109.431511,100.575744,113.789630
1,base64-ng,decode,standard,padded,63,avx2,x86_64,linux,10,94.119719,92.745893,96.591818
1,base64-ng,decode,standard,padded,63,avx512-vbmi,x86_64,linux,10,114.826871,108.375265,115.903799
1,base64-ng,decode,standard,padded,63,scalar,x86_64,linux,10,306.924446,290.479909,315.645249
1,base64-ng,decode,standard,padded,63,ssse3-sse4.1,x86_64,linux,10,75.122441,73.678627,79.768942
1,base64-ng,decode,standard,padded,64,auto,x86_64,linux,10,111.740931,109.414574,113.420575
1,base64-ng,decode,standard,padded,64,avx2,x86_64,linux,10,96.226946,89.956865,97.799860
1,base64-ng,decode,standard,padded,64,avx512-vbmi,x86_64,linux,10,114.717278,113.045058,115.677965
1,base64-ng,decode,standard,padded,64,scalar,x86_64,linux,10,300.059866,289.960782,304.705909
1,base64-ng,decode,standard,padded,64,ssse3-sse4.1,x86_64,linux,10,77.829346,75.724231,78.513601
1,base64-ng,decode,standard,padded,65536,auto,x86_64,linux,10,144.036304,136.939179,147.075651
1,base64-ng,decode,standard,padded,65536,avx2,x86_64,linux,10,112.556109,110.611436,113.099626
1,base64-ng,decode,standard,padded,65536,avx512-vbmi,x86_64,linux,10,145.982171,139.774501,147.003951
1,base64-ng,decode,standard,padded,65536,scalar,x86_64,linux,10,301.613392,293.341156,309.745899
1,base64-ng,decode,standard,padded,65536,ssse3-sse4.1,x86_64,linux,10,77.543550,75.124971,78.336963
1,base64-ng,decode,standard,unpadded,1,auto,x86_64,linux,10,67.780568,66.745898,74.500127
1,base64-ng,decode,standard,unpadded,1,avx2,x86_64,linux,10,84.226394,79.355602,89.437273
1,base64-ng,decode,standard,unpadded,1,avx512-vbmi,x86_64,linux,10,74.786634,70.936410,78.802913
1,base64-ng,decode,standard,unpadded,1,scalar,x86_64,linux,10,112.411885,108.010327,116.869495
1,base64-ng,decode,standard,unpadded,1,ssse3-sse4.1,x86_64,linux,10,90.398592,84.579868,96.253244
1,base64-ng,decode,standard,unpadded,1024,auto,x86_64,linux,10,146.896974,141.555414,147.777255
1,base64-ng,decode,standard,unpadded,1024,avx2,x86_64,linux,10,113.264326,110.640217,114.060858
1,base64-ng,decode,standard,unpadded,1024,avx512-vbmi,x86_64,linux,10,147.431324,130.529350,148.478127
1,base64-ng,decode,standard,unpadded,1024,scalar,x86_64,linux,10,287.817826,282.460562,288.454084
1,base64-ng,decode,standard,unpadded,1024,ssse3-sse4.1,x86_64,linux,10,79.051667,77.212411,79.457326
1,base64-ng,decode,standard,unpadded,11,auto,x86_64,linux,10,231.762530,218.357519,235.209287
1,base64-ng,decode,standard,unpadded,11,avx2,x86_64,linux,10,241.261776,237.635342,244.428383
1,base64-ng,decode,standard,unpadded,11,avx512-vbmi,x86_64,linux,10,234.749437,231.506099,237.013777
1,base64-ng,decode,standard,unpadded,11,scalar,x86_64,linux,10,255.600516,227.300045,260.731792
1,base64-ng,decode,standard,unpadded,11,ssse3-sse4.1,x86_64,linux,10,247.713401,244.867027,251.450853
1,base64-ng,decode,standard,unpadded,12,auto,x86_64,linux,10,68.737761,65.032596,69.561619
1,base64-ng,decode,standard,unpadded,12,avx2,x86_64,linux,10,68.597121,65.069915,70.137965
1,base64-ng,decode,standard,unpadded,12,avx512-vbmi,x86_64,linux,10,68.375775,66.995455,69.609355
1,base64-ng,decode,standard,unpadded,12,scalar,x86_64,linux,10,263.656510,256.391128,268.937880
1,base64-ng,decode,standard,unpadded,12,ssse3-sse4.1,x86_64,linux,10,69.302540,67.218508,70.474819
1,base64-ng,decode,standard,unpadded,15,auto,x86_64,linux,10,79.549279,77.555360,79.911783
1,base64-ng,decode,standard,unpadded,15,avx2,x86_64,linux,10,80.325845,77.717261,80.899005
1,base64-ng,decode,standard,unpadded,15,avx512-vbmi,x86_64,linux,10,79.735217,74.590889,80.490040
1,base64-ng,decode,standard,unpadded,15,scalar,x86_64,linux,10,269.722094,238.616317,273.705535
1,base64-ng,decode,standard,unpadded,15,ssse3-sse4.1,x86_64,linux,10,81.050089,78.460819,81.645190
1,base64-ng,decode,standard,unpadded,16,auto,x86_64,linux,10,82.326322,79.934225,83.349583
1,base64-ng,decode,standard,unpadded,16,avx2,x86_64,linux,10,83.450746,78.116557,84.245090
1,base64-ng,decode,standard,unpadded,16,avx512-vbmi,x86_64,linux,10,83.056299,79.214716,84.013106
1,base64-ng,decode,standard,unpadded,16,scalar,x86_64,linux,10,263.589874,251.030386,268.994853
1,base64-ng,decode,standard,unpadded,16,ssse3-sse4.1,x86_64,linux,10,83.717740,82.183950,84.802530
1,base64-ng,decode,standard,unpadded,2,auto,x86_64,linux,10,124.484136,117.516249,129.949973
1,base64-ng,decode,standard,unpadded,2,avx2,x86_64,linux,10,140.376354,134.061655,147.847907
1,base64-ng,decode,standard,unpadded,2,avx512-vbmi,x86_64,linux,10,128.418876,122.696974,133.105669
1,base64-ng,decode,standard,unpadded,2,scalar,x86_64,linux,10,171.774598,166.103969,183.712019
1,base64-ng,decode,standard,unpadded,2,ssse3-sse4.1,x86_64,linux,10,146.603004,142.413504,157.555290
1,base64-ng,decode,standard,unpadded,23,auto,x86_64,linux,10,104.044396,100.788058,104.517057
1,base64-ng,decode,standard,unpadded,23,avx2,x86_64,linux,10,103.732061,101.366793,103.958851
